datum,kraj_nuts_kod,okres_lau_kod,kumulativni_pocet_nakazenych,kumulativni_pocet_vylecenych,kumulativni_pocet_umrti
2020-05-08,CZ031,CZ0311,42,31,0
2020-05-08,CZ031,CZ0312,22,22,0
2020-05-08,CZ031,CZ0313,18,17,0
2020-05-08,CZ031,CZ0314,11,10,0
2020-05-08,CZ031,CZ0315,32,18,5
2020-05-08,CZ031,CZ0316,35,33,1
2020-05-08,CZ031,CZ0317,17,14,0
2020-05-08,CZ032,CZ0321,336,258,8
2020-05-08,CZ032,CZ0322,82,61,0
2020-05-08,CZ032,CZ0323,100,78,2
2020-05-08,CZ032,CZ0324,32,12,3
2020-05-08,CZ032,CZ0325,21,12,0
2020-05-08,CZ032,CZ0326,6,3,0
2020-05-08,CZ032,CZ0327,51,27,0
2020-05-08,CZ041,CZ0411,278,143,23
2020-05-08,CZ041,CZ0412,79,68,3
2020-05-08,CZ041,CZ0413,63,54,0
2020-05-08,CZ042,CZ0421,40,38,0
2020-05-08,CZ042,CZ0422,23,23,0
2020-05-08,CZ042,CZ0423,249,190,11
2020-05-08,CZ042,CZ0424,25,21,3
2020-05-08,CZ042,CZ0425,39,25,6
2020-05-08,CZ042,CZ0426,44,38,0
2020-05-08,CZ042,CZ0427,77,79,0
2020-05-08,CZ051,CZ0511,8,7,0
2020-05-08,CZ051,CZ0512,80,62,1
2020-05-08,CZ051,CZ0513,72,57,2
2020-05-08,CZ051,CZ0514,38,35,1
2020-05-08,CZ052,CZ0521,63,51,1
2020-05-08,CZ052,CZ0522,22,19,1
2020-05-08,CZ052,CZ0523,66,63,0
2020-05-08,CZ052,CZ0524,18,17,1
2020-05-08,CZ052,CZ0525,23,18,1
2020-05-08,CZ053,CZ0531,78,71,0
2020-05-08,CZ053,CZ0532,136,85,2
2020-05-08,CZ053,CZ0533,36,27,2
2020-05-08,CZ053,CZ0534,23,18,2
2020-05-08,CZ063,CZ0631,90,57,3
2020-05-08,CZ063,CZ0632,13,13,0
2020-05-08,CZ063,CZ0633,1,1,0
2020-05-08,CZ063,CZ0634,33,26,1
2020-05-08,CZ063,CZ0635,39,38,0
2020-05-08,CZ064,CZ0641,23,16,0
2020-05-08,CZ064,CZ0642,171,135,3
2020-05-08,CZ064,CZ0643,64,54,1
2020-05-08,CZ064,CZ0644,111,68,14
2020-05-08,CZ064,CZ0645,11,10,0
2020-05-08,CZ064,CZ0646,28,19,0
2020-05-08,CZ064,CZ0647,66,60,0
2020-05-08,CZ071,CZ0711,10,7,0
2020-05-08,CZ071,CZ0712,529,435,16
2020-05-08,CZ071,CZ0713,60,39,0
2020-05-08,CZ071,CZ0714,52,41,1
2020-05-08,CZ071,CZ0715,47,45,0
2020-05-08,CZ072,CZ0721,30,27,0
2020-05-08,CZ072,CZ0722,143,133,2
2020-05-08,CZ072,CZ0723,42,42,0
2020-05-08,CZ072,CZ0724,126,75,0
2020-05-08,CZ080,CZ0801,28,25,1
2020-05-08,CZ080,CZ0802,250,168,7
2020-05-08,CZ080,CZ0803,137,109,1
2020-05-08,CZ080,CZ0804,97,56,3
2020-05-08,CZ080,CZ0805,185,121,4
2020-05-08,CZ080,CZ0806,414,259,24
2020-05-08,,,0,50,0
2020-05-09,CZ010,CZ0100,1806,1475,91
2020-05-09,CZ020,CZ020A,151,119,4
2020-05-09,CZ020,CZ020B,47,43,2
2020-05-09,CZ020,CZ020C,13,13,0
2020-05-09,CZ020,CZ0201,87,79,1
2020-05-09,CZ020,CZ0202,77,65,1
2020-05-09,CZ020,CZ0203,100,87,6
2020-05-09,CZ020,CZ0204,62,50,1
2020-05-09,CZ020,CZ0205,34,31,1
2020-05-09,CZ020,CZ0206,75,69,2
2020-05-09,CZ020,CZ0207,51,37,1
2020-05-09,CZ020,CZ0208,51,48,1
2020-05-09,CZ020,CZ0209,174,154,4
2020-05-09,CZ031,CZ0311,42,33,0
2020-05-09,CZ031,CZ0312,22,22,0
2020-05-09,CZ031,CZ0313,18,17,0
2020-05-09,CZ031,CZ0314,11,10,0
2020-05-09,CZ031,CZ0315,32,18,5
2020-05-09,CZ031,CZ0316,35,33,1
2020-05-09,CZ031,CZ0317,17,14,0
2020-05-09,CZ032,CZ0321,336,268,8
2020-05-09,CZ032,CZ0322,82,65,0
2020-05-09,CZ032,CZ0323,100,78,2
2020-05-09,CZ032,CZ0324,32,13,3
2020-05-09,CZ032,CZ0325,21,12,0
2020-05-09,CZ032,CZ0326,6,3,0
2020-05-09,CZ032,CZ0327,51,27,0
2020-05-09,CZ041,CZ0411,279,150,24
2020-05-09,CZ041,CZ0412,79,68,3
2020-05-09,CZ041,CZ0413,63,55,0
2020-05-09,CZ042,CZ0421,40,39,0
2020-05-09,CZ042,CZ0422,23,23,0
2020-05-09,CZ042,CZ0423,249,190,11
2020-05-09,CZ042,CZ0424,25,21,3
2020-05-09,CZ042,CZ0425,39,25,6
2020-05-09,CZ042,CZ0426,44,38,0
2020-05-09,CZ042,CZ0427,77,79,0
2020-05-09,CZ051,CZ0511,8,7,0
2020-05-09,CZ051,CZ0512,80,66,1
2020-05-09,CZ051,CZ0513,72,58,2
2020-05-09,CZ051,CZ0514,38,35,1
2020-05-09,CZ052,CZ0521,63,51,1
2020-05-09,CZ052,CZ0522,22,19,1
2020-05-09,CZ052,CZ0523,66,63,0
2020-05-09,CZ052,CZ0524,18,17,1
2020-05-09,CZ052,CZ0525,23,18,1
2020-05-09,CZ053,CZ0531,78,72,0
2020-05-09,CZ053,CZ0532,136,86,2
2020-05-09,CZ053,CZ0533,36,27,2
2020-05-09,CZ053,CZ0534,23,18,2
2020-05-09,CZ063,CZ0631,91,57,3
2020-05-09,CZ063,CZ0632,13,13,0
2020-05-09,CZ063,CZ0633,1,1,0
2020-05-09,CZ063,CZ0634,33,26,1
2020-05-09,CZ063,CZ0635,39,38,0
2020-05-09,CZ064,CZ0641,23,16,0
2020-05-09,CZ064,CZ0642,172,138,3
2020-05-09,CZ064,CZ0643,64,55,1
2020-05-09,CZ064,CZ0644,111,68,14
2020-05-09,CZ064,CZ0645,11,10,0
2020-05-09,CZ064,CZ0646,28,19,0
2020-05-09,CZ064,CZ0647,66,60,0
2020-05-09,CZ071,CZ0711,10,7,0
2020-05-09,CZ071,CZ0712,529,439,16
2020-05-09,CZ071,CZ0713,60,40,0
2020-05-09,CZ071,CZ0714,52,43,1
2020-05-09,CZ071,CZ0715,47,46,0
2020-05-09,CZ072,CZ0721,30,28,0
2020-05-09,CZ072,CZ0722,143,133,2
2020-05-09,CZ072,CZ0723,42,42,0
2020-05-09,CZ072,CZ0724,126,78,0
2020-05-09,CZ080,CZ0801,28,25,1
2020-05-09,CZ080,CZ0802,250,169,7
2020-05-09,CZ080,CZ0803,137,109,2
2020-05-09,CZ080,CZ0804,98,56,3
2020-05-09,CZ080,CZ0805,185,123,4
2020-05-09,CZ080,CZ0806,415,263,24
2020-05-09,,,0,50,0
2020-05-10,CZ010,CZ0100,1815,1485,92
2020-05-10,CZ020,CZ020A,151,123,4
2020-05-10,CZ020,CZ020B,47,43,2
2020-05-10,CZ020,CZ020C,13,13,0
2020-05-10,CZ020,CZ0201,87,79,1
2020-05-10,CZ020,CZ0202,77,65,1
2020-05-10,CZ020,CZ0203,101,87,6
2020-05-10,CZ020,CZ0204,63,50,1
2020-05-10,CZ020,CZ0205,34,31,1
2020-05-10,CZ020,CZ0206,75,69,2
2020-05-10,CZ020,CZ0207,51,37,1
2020-05-10,CZ020,CZ0208,51,48,1
2020-05-10,CZ020,CZ0209,174,154,4
2020-05-10,CZ031,CZ0311,42,33,0
2020-05-10,CZ031,CZ0312,22,22,0
2020-05-10,CZ031,CZ0313,18,17,0
2020-05-10,CZ031,CZ0314,11,10,0
2020-05-10,CZ031,CZ0315,32,18,5
2020-05-10,CZ031,CZ0316,35,33,1
2020-05-10,CZ031,CZ0317,17,14,0
2020-05-10,CZ032,CZ0321,336,269,8
2020-05-10,CZ032,CZ0322,82,69,0
2020-05-10,CZ032,CZ0323,100,79,2
2020-05-10,CZ032,CZ0324,32,13,3
2020-05-10,CZ032,CZ0325,21,13,0
2020-05-10,CZ032,CZ0326,6,3,0
2020-05-10,CZ032,CZ0327,51,27,0
2020-05-10,CZ041,CZ0411,282,161,24
2020-05-10,CZ041,CZ0412,79,70,3
2020-05-10,CZ041,CZ0413,63,56,0
2020-05-10,CZ042,CZ0421,40,39,0
2020-05-10,CZ042,CZ0422,23,23,0
2020-05-10,CZ042,CZ0423,249,190,11
2020-05-10,CZ042,CZ0424,25,21,3
2020-05-10,CZ042,CZ0425,39,25,6
2020-05-10,CZ042,CZ0426,47,38,0
2020-05-10,CZ042,CZ0427,77,80,0
2020-05-10,CZ051,CZ0511,8,7,0
2020-05-10,CZ051,CZ0512,80,67,1
2020-05-10,CZ051,CZ0513,72,60,2
2020-05-10,CZ051,CZ0514,38,36,1
2020-05-10,CZ052,CZ0521,63,52,1
2020-05-10,CZ052,CZ0522,22,19,1
2020-05-10,CZ052,CZ0523,66,63,0
2020-05-10,CZ052,CZ0524,18,17,1
2020-05-10,CZ052,CZ0525,25,18,1
2020-05-10,CZ053,CZ0531,78,72,0
2020-05-10,CZ053,CZ0532,136,87,2
2020-05-10,CZ053,CZ0533,36,27,2
2020-05-10,CZ053,CZ0534,23,18,2
2020-05-10,CZ063,CZ0631,91,58,3
2020-05-10,CZ063,CZ0632,13,13,0
2020-05-10,CZ063,CZ0633,1,1,0
2020-05-10,CZ063,CZ0634,33,26,1
2020-05-10,CZ063,CZ0635,39,38,0
2020-05-10,CZ064,CZ0641,24,16,0
2020-05-10,CZ064,CZ0642,173,139,3
2020-05-10,CZ064,CZ0643,64,55,1
2020-05-10,CZ064,CZ0644,112,68,14
2020-05-10,CZ064,CZ0645,11,10,0
2020-05-10,CZ064,CZ0646,28,19,0
2020-05-10,CZ064,CZ0647,69,62,0
2020-05-10,CZ071,CZ0711,10,7,0
2020-05-10,CZ071,CZ0712,529,441,16
2020-05-10,CZ071,CZ0713,60,40,0
2020-05-10,CZ071,CZ0714,52,44,1
2020-05-10,CZ071,CZ0715,47,46,0
2020-05-10,CZ072,CZ0721,30,28,0
2020-05-10,CZ072,CZ0722,143,133,2
2020-05-10,CZ072,CZ0723,43,42,0
2020-05-10,CZ072,CZ0724,126,79,0
2020-05-10,CZ080,CZ0801,28,25,1
2020-05-10,CZ080,CZ0802,251,170,7
2020-05-10,CZ080,CZ0803,137,109,2
2020-05-10,CZ080,CZ0804,98,56,3
2020-05-10,CZ080,CZ0805,186,124,5
2020-05-10,CZ080,CZ0806,415,264,25
2020-05-10,,,0,50,0
2020-05-11,CZ010,CZ0100,1827,1499,92
2020-05-11,CZ020,CZ020A,152,124,4
2020-05-11,CZ020,CZ020B,49,43,2
2020-05-11,CZ020,CZ020C,13,13,0
2020-05-11,CZ020,CZ0201,87,80,1
2020-05-11,CZ020,CZ0202,77,68,1
2020-05-11,CZ020,CZ0203,104,89,6
2020-05-11,CZ020,CZ0204,63,50,1
2020-05-11,CZ020,CZ0205,34,32,1
2020-05-11,CZ020,CZ0206,76,70,2
2020-05-11,CZ020,CZ0207,54,37,1
2020-05-11,CZ020,CZ0208,51,48,1
2020-05-11,CZ020,CZ0209,176,157,4
2020-05-11,CZ031,CZ0311,42,33,0
2020-05-11,CZ031,CZ0312,22,22,0
2020-05-11,CZ031,CZ0313,18,17,0
2020-05-11,CZ031,CZ0314,11,10,0
2020-05-11,CZ031,CZ0315,32,18,5
2020-05-11,CZ031,CZ0316,35,33,1
2020-05-11,CZ031,CZ0317,17,14,0
2020-05-11,CZ032,CZ0321,337,271,8
2020-05-11,CZ032,CZ0322,82,69,0
2020-05-11,CZ032,CZ0323,101,82,2
2020-05-11,CZ032,CZ0324,32,15,3
2020-05-11,CZ032,CZ0325,21,13,0
2020-05-11,CZ032,CZ0326,6,3,0
2020-05-11,CZ032,CZ0327,52,27,1
2020-05-11,CZ041,CZ0411,286,168,24
2020-05-11,CZ041,CZ0412,79,73,3
2020-05-11,CZ041,CZ0413,64,57,0
2020-05-11,CZ042,CZ0421,40,39,0
2020-05-11,CZ042,CZ0422,24,23,0
2020-05-11,CZ042,CZ0423,249,199,11
2020-05-11,CZ042,CZ0424,25,21,3
2020-05-11,CZ042,CZ0425,39,26,6
2020-05-11,CZ042,CZ0426,47,38,0
2020-05-11,CZ042,CZ0427,77,80,0
2020-05-11,CZ051,CZ0511,8,7,0
2020-05-11,CZ051,CZ0512,80,68,1
2020-05-11,CZ051,CZ0513,72,61,2
2020-05-11,CZ051,CZ0514,39,37,1
2020-05-11,CZ052,CZ0521,63,53,1
2020-05-11,CZ052,CZ0522,22,19,1
2020-05-11,CZ052,CZ0523,66,63,0
2020-05-11,CZ052,CZ0524,18,17,1
2020-05-11,CZ052,CZ0525,26,18,1
2020-05-11,CZ053,CZ0531,79,72,0
2020-05-11,CZ053,CZ0532,136,91,2
2020-05-11,CZ053,CZ0533,36,27,2
2020-05-11,CZ053,CZ0534,23,18,2
2020-05-11,CZ063,CZ0631,91,60,3
2020-05-11,CZ063,CZ0632,13,13,0
2020-05-11,CZ063,CZ0633,1,1,0
2020-05-11,CZ063,CZ0634,33,27,1
2020-05-11,CZ063,CZ0635,39,38,0
2020-05-11,CZ064,CZ0641,24,16,0
2020-05-11,CZ064,CZ0642,180,141,3
2020-05-11,CZ064,CZ0643,64,55,1
2020-05-11,CZ064,CZ0644,112,73,14
2020-05-11,CZ064,CZ0645,11,10,0
2020-05-11,CZ064,CZ0646,28,19,0
2020-05-11,CZ064,CZ0647,70,63,0
2020-05-11,CZ071,CZ0711,10,7,0
2020-05-11,CZ071,CZ0712,529,454,17
2020-05-11,CZ071,CZ0713,60,40,0
2020-05-11,CZ071,CZ0714,52,44,1
2020-05-11,CZ071,CZ0715,47,46,0
2020-05-11,CZ072,CZ0721,30,28,0
2020-05-11,CZ072,CZ0722,143,135,2
2020-05-11,CZ072,CZ0723,44,42,0
2020-05-11,CZ072,CZ0724,127,87,0
2020-05-11,CZ080,CZ0801,28,25,1
2020-05-11,CZ080,CZ0802,251,181,7
2020-05-11,CZ080,CZ0803,140,109,2
2020-05-11,CZ080,CZ0804,98,59,3
2020-05-11,CZ080,CZ0805,188,139,5
2020-05-11,CZ080,CZ0806,416,273,25
2020-05-11,,,0,54,0
2020-05-12,CZ010,CZ0100,1833,1515,92
2020-05-12,CZ020,CZ020A,152,126,4
2020-05-12,CZ020,CZ020B,49,43,2
2020-05-12,CZ020,CZ020C,13,13,0
2020-05-12,CZ020,CZ0201,87,81,1
2020-05-12,CZ020,CZ0202,77,68,1
2020-05-12,CZ020,CZ0203,106,89,6
2020-05-12,CZ020,CZ0204,63,52,1
2020-05-12,CZ020,CZ0205,34,33,1
2020-05-12,CZ020,CZ0206,78,70,2
2020-05-12,CZ020,CZ0207,56,37,1
2020-05-12,CZ020,CZ0208,51,48,1
2020-05-12,CZ020,CZ0209,176,157,4
2020-05-12,CZ031,CZ0311,42,33,0
2020-05-12,CZ031,CZ0312,22,22,0
2020-05-12,CZ031,CZ0313,18,17,0
2020-05-12,CZ031,CZ0314,11,11,0
2020-05-12,CZ031,CZ0315,32,19,5
2020-05-12,CZ031,CZ0316,35,34,1
2020-05-12,CZ031,CZ0317,17,15,0
2020-05-12,CZ032,CZ0321,338,277,8
2020-05-12,CZ032,CZ0322,82,70,0
2020-05-12,CZ032,CZ0323,101,82,2
2020-05-12,CZ032,CZ0324,33,16,3
2020-05-12,CZ032,CZ0325,21,13,0
2020-05-12,CZ032,CZ0326,6,3,0
2020-05-12,CZ032,CZ0327,52,31,1
2020-05-12,CZ041,CZ0411,287,171,27
2020-05-12,CZ041,CZ0412,79,73,3
2020-05-12,CZ041,CZ0413,64,58,0
2020-05-12,CZ042,CZ0421,41,39,0
2020-05-12,CZ042,CZ0422,24,23,0
2020-05-12,CZ042,CZ0423,249,205,11
2020-05-12,CZ042,CZ0424,25,21,3
2020-05-12,CZ042,CZ0425,39,26,6
2020-05-12,CZ042,CZ0426,48,39,0
2020-05-12,CZ042,CZ0427,77,82,0
2020-05-12,CZ051,CZ0511,8,7,0
2020-05-12,CZ051,CZ0512,80,69,1
2020-05-12,CZ051,CZ0513,72,62,2
2020-05-12,CZ051,CZ0514,39,37,1
2020-05-12,CZ052,CZ0521,63,54,1
2020-05-12,CZ052,CZ0522,22,19,1
2020-05-12,CZ052,CZ0523,66,63,0
2020-05-12,CZ052,CZ0524,18,17,1
2020-05-12,CZ052,CZ0525,27,18,1
2020-05-12,CZ053,CZ0531,79,72,0
2020-05-12,CZ053,CZ0532,136,93,2
2020-05-12,CZ053,CZ0533,36,30,2
2020-05-12,CZ053,CZ0534,23,18,2
2020-05-12,CZ063,CZ0631,91,60,3
2020-05-12,CZ063,CZ0632,13,14,0
2020-05-12,CZ063,CZ0633,1,1,0
2020-05-12,CZ063,CZ0634,33,27,1
2020-05-12,CZ063,CZ0635,39,38,0
2020-05-12,CZ064,CZ0641,25,16,0
2020-05-12,CZ064,CZ0642,183,142,3
2020-05-12,CZ064,CZ0643,64,59,1
2020-05-12,CZ064,CZ0644,112,76,14
2020-05-12,CZ064,CZ0645,12,10,0
2020-05-12,CZ064,CZ0646,28,19,0
2020-05-12,CZ064,CZ0647,70,63,0
2020-05-12,CZ071,CZ0711,10,9,0
2020-05-12,CZ071,CZ0712,529,460,17
2020-05-12,CZ071,CZ0713,68,40,0
2020-05-12,CZ071,CZ0714,52,44,1
2020-05-12,CZ071,CZ0715,47,46,0
2020-05-12,CZ072,CZ0721,31,28,0
2020-05-12,CZ072,CZ0722,144,135,2
2020-05-12,CZ072,CZ0723,44,42,0
2020-05-12,CZ072,CZ0724,127,88,0
2020-05-12,CZ080,CZ0801,28,25,1
2020-05-12,CZ080,CZ0802,252,183,7
2020-05-12,CZ080,CZ0803,142,110,2
2020-05-12,CZ080,CZ0804,98,61,3
2020-05-12,CZ080,CZ0805,189,141,5
2020-05-12,CZ080,CZ0806,417,280,25
2020-05-12,,,0,54,0
2020-05-13,CZ010,CZ0100,1854,1533,92
2020-05-13,CZ020,CZ020A,154,129,4
2020-05-13,CZ020,CZ020B,49,43,2
2020-05-13,CZ020,CZ020C,13,13,0
2020-05-13,CZ020,CZ0201,88,82,1
2020-05-13,CZ020,CZ0202,77,69,1
2020-05-13,CZ020,CZ0203,107,89,6
2020-05-13,CZ020,CZ0204,63,53,1
2020-05-13,CZ020,CZ0205,34,33,1
2020-05-13,CZ020,CZ0206,81,71,2
2020-05-13,CZ020,CZ0207,58,38,1
2020-05-13,CZ020,CZ0208,51,49,1
2020-05-13,CZ020,CZ0209,176,159,4
2020-05-13,CZ031,CZ0311,42,37,0
2020-05-13,CZ031,CZ0312,22,22,0
2020-05-13,CZ031,CZ0313,18,17,0
2020-05-13,CZ031,CZ0314,11,11,0
2020-05-13,CZ031,CZ0315,35,19,5
2020-05-13,CZ031,CZ0316,35,34,1
2020-05-13,CZ031,CZ0317,17,15,0
2020-05-13,CZ032,CZ0321,338,280,8
2020-05-13,CZ032,CZ0322,82,71,0
2020-05-13,CZ032,CZ0323,101,88,2
2020-05-13,CZ032,CZ0324,33,17,4
2020-05-13,CZ032,CZ0325,21,14,0
2020-05-13,CZ032,CZ0326,6,4,0
2020-05-13,CZ032,CZ0327,52,31,2
2020-05-13,CZ041,CZ0411,288,173,27
2020-05-13,CZ041,CZ0412,79,73,3
2020-05-13,CZ041,CZ0413,64,60,0
2020-05-13,CZ042,CZ0421,41,40,0
2020-05-13,CZ042,CZ0422,24,23,0
2020-05-13,CZ042,CZ0423,249,223,11
2020-05-13,CZ042,CZ0424,25,21,3
2020-05-13,CZ042,CZ0425,40,27,6
2020-05-13,CZ042,CZ0426,50,40,0
2020-05-13,CZ042,CZ0427,77,82,0
2020-05-13,CZ051,CZ0511,8,7,0
2020-05-13,CZ051,CZ0512,80,70,1
2020-05-13,CZ051,CZ0513,72,62,2
2020-05-13,CZ051,CZ0514,39,37,1
2020-05-13,CZ052,CZ0521,63,55,1
2020-05-13,CZ052,CZ0522,22,19,1
2020-05-13,CZ052,CZ0523,66,65,0
2020-05-13,CZ052,CZ0524,18,17,1
2020-05-13,CZ052,CZ0525,27,18,1
2020-05-13,CZ053,CZ0531,79,73,0
2020-05-13,CZ053,CZ0532,136,97,2
2020-05-13,CZ053,CZ0533,36,30,2
2020-05-13,CZ053,CZ0534,23,19,2
2020-05-13,CZ063,CZ0631,91,64,3
2020-05-13,CZ063,CZ0632,13,14,0
2020-05-13,CZ063,CZ0633,1,1,0
2020-05-13,CZ063,CZ0634,33,28,1
2020-05-13,CZ063,CZ0635,39,39,0
2020-05-13,CZ064,CZ0641,25,16,0
2020-05-13,CZ064,CZ0642,183,145,3
2020-05-13,CZ064,CZ0643,64,62,1
2020-05-13,CZ064,CZ0644,112,79,14
2020-05-13,CZ064,CZ0645,12,10,0
2020-05-13,CZ064,CZ0646,28,19,0
2020-05-13,CZ064,CZ0647,70,65,0
2020-05-13,CZ071,CZ0711,10,9,0
2020-05-13,CZ071,CZ0712,530,471,17
2020-05-13,CZ071,CZ0713,70,41,0
2020-05-13,CZ071,CZ0714,52,47,1
2020-05-13,CZ071,CZ0715,47,46,0
2020-05-13,CZ072,CZ0721,31,29,0
2020-05-13,CZ072,CZ0722,145,135,2
2020-05-13,CZ072,CZ0723,44,42,0
2020-05-13,CZ072,CZ0724,127,92,1
2020-05-13,CZ080,CZ0801,28,25,1
2020-05-13,CZ080,CZ0802,252,192,7
2020-05-13,CZ080,CZ0803,144,110,2
2020-05-13,CZ080,CZ0804,98,61,3
2020-05-13,CZ080,CZ0805,190,147,5
2020-05-13,CZ080,CZ0806,419,283,26
2020-05-13,,,0,54,0
2020-05-14,CZ010,CZ0100,1864,1557,93
2020-05-14,CZ020,CZ020A,157,131,4
2020-05-14,CZ020,CZ020B,49,43,2
2020-05-14,CZ020,CZ020C,13,13,0
2020-05-14,CZ020,CZ0201,88,82,1
2020-05-14,CZ020,CZ0202,77,73,1
2020-05-14,CZ020,CZ0203,109,89,6
2020-05-14,CZ020,CZ0204,63,54,1
2020-05-14,CZ020,CZ0205,34,34,1
2020-05-14,CZ020,CZ0206,94,71,2
2020-05-14,CZ020,CZ0207,59,38,1
2020-05-14,CZ020,CZ0208,52,49,1
2020-05-14,CZ020,CZ0209,177,160,4
2020-05-14,CZ031,CZ0311,42,37,0
2020-05-14,CZ031,CZ0312,22,22,0
2020-05-14,CZ031,CZ0313,18,17,0
2020-05-14,CZ031,CZ0314,11,11,0
2020-05-14,CZ031,CZ0315,35,20,5
2020-05-14,CZ031,CZ0316,35,35,1
2020-05-14,CZ031,CZ0317,17,15,0
2020-05-14,CZ032,CZ0321,342,282,8
2020-05-14,CZ032,CZ0322,82,72,0
2020-05-14,CZ032,CZ0323,101,88,2
2020-05-14,CZ032,CZ0324,33,17,4
2020-05-14,CZ032,CZ0325,21,15,0
2020-05-14,CZ032,CZ0326,6,4,0
2020-05-14,CZ032,CZ0327,52,33,2
2020-05-14,CZ041,CZ0411,290,177,28
2020-05-14,CZ041,CZ0412,79,73,3
2020-05-14,CZ041,CZ0413,65,61,0
2020-05-14,CZ042,CZ0421,43,40,0
2020-05-14,CZ042,CZ0422,24,23,0
2020-05-14,CZ042,CZ0423,250,228,11
2020-05-14,CZ042,CZ0424,25,21,3
2020-05-14,CZ042,CZ0425,40,28,6
2020-05-14,CZ042,CZ0426,51,40,0
2020-05-14,CZ042,CZ0427,77,82,0
2020-05-14,CZ051,CZ0511,8,7,0
2020-05-14,CZ051,CZ0512,80,70,1
2020-05-14,CZ051,CZ0513,72,62,2
2020-05-14,CZ051,CZ0514,39,37,1
2020-05-14,CZ052,CZ0521,63,55,1
2020-05-14,CZ052,CZ0522,23,19,1
2020-05-14,CZ052,CZ0523,66,66,0
2020-05-14,CZ052,CZ0524,18,17,1
2020-05-14,CZ052,CZ0525,27,18,1
2020-05-14,CZ053,CZ0531,79,74,0
2020-05-14,CZ053,CZ0532,136,107,2
2020-05-14,CZ053,CZ0533,36,30,2
2020-05-14,CZ053,CZ0534,24,19,2
2020-05-14,CZ063,CZ0631,92,66,3
2020-05-14,CZ063,CZ0632,13,14,0
2020-05-14,CZ063,CZ0633,1,1,0
2020-05-14,CZ063,CZ0634,33,29,1
2020-05-14,CZ063,CZ0635,39,39,0
2020-05-14,CZ064,CZ0641,25,16,0
2020-05-14,CZ064,CZ0642,186,146,3
2020-05-14,CZ064,CZ0643,68,62,1
2020-05-14,CZ064,CZ0644,112,83,14
2020-05-14,CZ064,CZ0645,13,11,0
2020-05-14,CZ064,CZ0646,28,20,0
2020-05-14,CZ064,CZ0647,70,67,0
2020-05-14,CZ071,CZ0711,10,9,0
2020-05-14,CZ071,CZ0712,531,471,17
2020-05-14,CZ071,CZ0713,74,41,0
2020-05-14,CZ071,CZ0714,52,48,1
2020-05-14,CZ071,CZ0715,48,46,0
2020-05-14,CZ072,CZ0721,31,29,0
2020-05-14,CZ072,CZ0722,145,139,2
2020-05-14,CZ072,CZ0723,44,42,0
2020-05-14,CZ072,CZ0724,128,101,1
2020-05-14,CZ080,CZ0801,28,25,1
2020-05-14,CZ080,CZ0802,258,197,7
2020-05-14,CZ080,CZ0803,147,110,2
2020-05-14,CZ080,CZ0804,98,65,3
2020-05-14,CZ080,CZ0805,193,149,6
2020-05-14,CZ080,CZ0806,426,288,26
2020-05-14,,,0,54,0
2020-05-15,CZ010,CZ0100,1879,1576,93
2020-05-15,CZ020,CZ020A,157,137,4
2020-05-15,CZ020,CZ020B,49,45,2
2020-05-15,CZ020,CZ020C,13,13,0
2020-05-15,CZ020,CZ0201,89,84,1
2020-05-15,CZ020,CZ0202,77,73,1
2020-05-15,CZ020,CZ0203,109,89,6
2020-05-15,CZ020,CZ0204,67,55,1
2020-05-15,CZ020,CZ0205,34,34,1
2020-05-15,CZ020,CZ0206,103,71,2
2020-05-15,CZ020,CZ0207,59,41,1
2020-05-15,CZ020,CZ0208,52,49,1
2020-05-15,CZ020,CZ0209,179,161,4
2020-05-15,CZ031,CZ0311,42,37,0
2020-05-15,CZ031,CZ0312,22,22,0
2020-05-15,CZ031,CZ0313,18,17,0
2020-05-15,CZ031,CZ0314,11,11,0
2020-05-15,CZ031,CZ0315,35,20,5
2020-05-15,CZ031,CZ0316,35,35,1
2020-05-15,CZ031,CZ0317,17,15,0
2020-05-15,CZ032,CZ0321,344,283,8
2020-05-15,CZ032,CZ0322,83,72,0
2020-05-15,CZ032,CZ0323,101,88,2
2020-05-15,CZ032,CZ0324,33,18,4
2020-05-15,CZ032,CZ0325,21,15,0
2020-05-15,CZ032,CZ0326,6,5,0
2020-05-15,CZ032,CZ0327,52,33,2
2020-05-15,CZ041,CZ0411,291,177,29
2020-05-15,CZ041,CZ0412,79,73,3
2020-05-15,CZ041,CZ0413,65,61,0
2020-05-15,CZ042,CZ0421,43,41,0
2020-05-15,CZ042,CZ0422,24,24,0
2020-05-15,CZ042,CZ0423,251,228,11
2020-05-15,CZ042,CZ0424,25,22,3
2020-05-15,CZ042,CZ0425,40,28,6
2020-05-15,CZ042,CZ0426,53,40,0
2020-05-15,CZ042,CZ0427,77,82,0
2020-05-15,CZ051,CZ0511,8,7,0
2020-05-15,CZ051,CZ0512,80,71,1
2020-05-15,CZ051,CZ0513,72,62,2
2020-05-15,CZ051,CZ0514,39,38,1
2020-05-15,CZ052,CZ0521,64,57,1
2020-05-15,CZ052,CZ0522,23,19,1
2020-05-15,CZ052,CZ0523,66,66,0
2020-05-15,CZ052,CZ0524,18,17,1
2020-05-15,CZ052,CZ0525,27,18,1
2020-05-15,CZ053,CZ0531,79,74,0
2020-05-15,CZ053,CZ0532,136,113,2
2020-05-15,CZ053,CZ0533,36,32,2
